Score,Text,Time
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:18:21.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:17:08.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:16:14.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:15:53.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:14:47.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:11:10.000Z
0,RT @sma_azra: #Ordu #mesleknoebetindeyiz #carsamba #earthquake #HaddiniBilCihanKolivar #Napoli #blindgetrouwd #GSvOF #RocaAFazenda #ALTIN #…,2022-11-09T18:09:49.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:09:36.000Z
-0.1779,"RT @WendyRosenfield: #MehmetOz is a DOCTOR who mocked a man for nearly dying from a stroke, and planned to invite politicians into healthca…",2022-11-09T18:09:17.000Z
-0.34,"RT @haaohaoo: 'Furious' Trump is pinning the blame on Melania for his decision to back #MehmetOz: reporter

Still more reports are coming i…",2022-11-09T18:08:31.000Z
-0.34,"RT @haaohaoo: 'Furious' Trump is pinning the blame on Melania for his decision to back #MehmetOz: reporter

Still more reports are coming i…",2022-11-09T18:08:28.000Z
0.6369,The best news out of #ElectionNight is that #MehmetOz can finally have the career he deserves -- peddling quack rem… https://t.co/45M757eqVI,2022-11-09T18:07:01.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:07:00.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:06:58.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:06:50.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:04:56.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:04:52.000Z
-0.34,"RT @haaohaoo: 'Furious' Trump is pinning the blame on Melania for his decision to back #MehmetOz: reporter

Still more reports are coming i…",2022-11-09T18:04:43.000Z
0,"“It was #DeSantis rather than #Trump’s handpicked candidates, Walker or #MehmetOz, who delivered the signature… https://t.co/MDH7nnHAeV",2022-11-09T18:04:18.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:03:18.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:02:59.000Z
-0.3182,Will #MehmetOz will be allowed back into the  #HuntingdonValleyCountryClub now that he lost the PA Senate race🦁?,2022-11-09T18:02:18.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T18:02:07.000Z
0,"#MehmetOz 

Türk vatandaşlığından çıkacağım gerçekten çok ağır bir söz… hissetmeyen çıksın zaten neden seçim kazanm… https://t.co/i9sINFPBUV",2022-11-09T18:01:54.000Z
-0.1779,"#MehmetOz is a DOCTOR who mocked a man for nearly dying from a stroke, and planned to invite politicians into healt… https://t.co/YwgKndXLlU",2022-11-09T17:59:00.000Z
-0.6599,"Never trust a “friend” that screws your over, like how Oprah screwed her “friend” Oz over in Pennsylvania.… https://t.co/bZH6WiGYHQ",2022-11-09T17:57:13.000Z
0,RT @sma_azra: #Ordu #mesleknoebetindeyiz #carsamba #earthquake #HaddiniBilCihanKolivar #Napoli #blindgetrouwd #GSvOF #RocaAFazenda #ALTIN #…,2022-11-09T17:56:59.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:54:23.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:54:03.000Z
-0.34,"RT @haaohaoo: 'Furious' Trump is pinning the blame on Melania for his decision to back #MehmetOz: reporter

Still more reports are coming i…",2022-11-09T17:53:18.000Z
0,Seçim vaadi bu olan birinin seçilmemesine üzülecek değiliz. #MehmetOz https://t.co/yExZyrj6Yp,2022-11-09T17:53:11.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:53:07.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:52:40.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:51:50.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:48:34.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:48:23.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:46:46.000Z
0,RT @sma_azra: #Ordu #mesleknoebetindeyiz #carsamba #earthquake #HaddiniBilCihanKolivar #Napoli #blindgetrouwd #GSvOF #RocaAFazenda #ALTIN #…,2022-11-09T17:46:31.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:45:54.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:45:22.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:44:34.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:43:55.000Z
-0.34,"'Furious' Trump is pinning the blame on Melania for his decision to back #MehmetOz: reporter

Still more reports ar… https://t.co/FUOjXjld3h",2022-11-09T17:43:48.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:42:30.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:42:07.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:41:11.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:40:56.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:40:34.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:39:10.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:39:08.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:38:02.000Z
0,"RT @MetinPacar: İçişleri Bakanımız Sn.@suleymansoylu ,

🤚 ""Senatör olursam Türk vatandaşlığından çıkacağım"" diyen #MehmetOz senatör seçilem…",2022-11-09T17:37:57.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:36:02.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:34:53.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:34:47.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:33:28.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:33:18.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:31:44.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:31:28.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:31:11.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:29:29.000Z
0.7865,"PENNSYLVANIA TRUTH: #DonaldTrump should have endorsed #KathyBarnette, a far better and more viable candidate than… https://t.co/xOKfywuQLb",2022-11-09T17:29:23.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:29:18.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:29:09.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:28:15.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:27:55.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:27:45.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:27:22.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:26:55.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:26:18.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:26:01.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:25:57.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:25:55.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:25:54.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:25:13.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:25:04.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:24:57.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:24:23.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:23:59.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:23:49.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:23:32.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:22:38.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:21:44.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:21:43.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:21:34.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:21:09.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:20:55.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:20:54.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:20:42.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:20:37.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:19:56.000Z
0,"RT @SetrozluT: #bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi #MehmetOz",2022-11-09T17:19:55.000Z
0,"#bist konusunda çok açıklayıcı bilgiler
#cvsbulten17 
#Kasıma100BinOEğretmen #mesleknoebetindeyiz #ABDSecimi… https://t.co/oU1DP6voZv",2022-11-09T17:19:26.000Z
0,"The ""not-Be Best!!!"" decision. #melania #MehmetOz https://t.co/efucjUoll3",2022-11-09T17:15:28.000Z
0,"RT @JGrimmJr1: New Jersey when @DrOz comes back.

#DrOz #MehmetOz #ozlost #FettermanForSenate #Fetterman #FettermanWins https://t.co/h3b9ME…",2022-11-09T17:13:16.000Z
0,"New Jersey when @DrOz comes back.

#DrOz #MehmetOz #ozlost #FettermanForSenate #Fetterman #FettermanWins https://t.co/h3b9MEdTTE",2022-11-09T17:11:26.000Z
-0.7574,#WayToGo #Pennsylvania! Hey #MehmetOz Go back to being your fake #TVDoctor gig and spread your fake advice to peopl… https://t.co/57M6VXzQlf,2022-11-09T17:05:22.000Z
0,"So, is #MehmetOz back home in New Jersey yet ?????",2022-11-09T17:03:22.000Z
0.368,"TOP 3 Suchanfragen in den letzten 24h:
🥇 Mehmet Oz 📈10K+
🥈 Erdbeben Italien 📈10K+
🥉 Barca 📈5K+
#MehmetOz #ErdbebenItalien #Barca",2022-11-09T17:00:28.000Z
0,#Fetterman #MehmetOz #Pennsylvania #PennsylvaniaSenateRace #MAGATears #FettermanIsTheBetterman https://t.co/0NwgWMRecq,2022-11-09T16:41:29.000Z
0.5106,"Sure there was a red wave, alright.

#RedwaVecoMing #RedwAve #RedwaVeriSing #RedbUllraCing #Droz #DrozforsEnate… https://t.co/WhpmJYvhWj",2022-11-09T16:37:23.000Z
0.7783,"#MehmetOz  loosing looks like trumps clout is waning,
hope @GovRonDeSantis  gains traction  now.2024 is open.",2022-11-09T16:22:28.000Z
0,#MehmetOz https://t.co/8GGX30lLIc,2022-11-09T16:16:50.000Z
0,"RT @France24_fr: @BernardHarcourt @JDungelhoeff @MatthieuMabin Le candidat républicain #MehmetOz, adoubé par #DonaldTrump, n'aura pas réuss…",2022-11-09T16:08:58.000Z
0,"RT @France24_fr: @BernardHarcourt @JDungelhoeff @MatthieuMabin Le candidat républicain #MehmetOz, adoubé par #DonaldTrump, n'aura pas réuss…",2022-11-09T16:08:41.000Z
-0.5667,"Is there any place left on this planet to live, that’s not totally corrupt and disgusting? Asking for a friend.… https://t.co/SF5YxtS6Q4",2022-11-09T16:08:00.000Z
-0.1759,@maggieNYT The idea of #Melania dodging ketchup bottles is just sublime! #incoming #Trump #MehmetOz #DrOz https://t.co/gaeaGlg754,2022-11-09T16:07:26.000Z
0,@mmpadellan At least #MehmetOz will never have to shop at Wegner’s ever again. #FettermanIsTheBetterman,2022-11-09T16:01:53.000Z
0.3182,"@benshapiro Sure does.
#MehmetOz
#LaurenBoebert",2022-11-09T15:55:45.000Z
0,"RT @France24_fr: @BernardHarcourt @JDungelhoeff @MatthieuMabin Le candidat républicain #MehmetOz, adoubé par #DonaldTrump, n'aura pas réuss…",2022-11-09T15:51:10.000Z
0,"@BernardHarcourt @JDungelhoeff @MatthieuMabin Le candidat républicain #MehmetOz, adoubé par #DonaldTrump, n'aura pa… https://t.co/FaoaeRFsoE",2022-11-09T15:50:11.000Z
0,"@BernardHarcourt @JDungelhoeff @MatthieuMabin Le candidat républicain #MehmetOz, adoubé par #DonaldTrump, n'aura pa… https://t.co/yiOhDoBbQh",2022-11-09T15:45:56.000Z
0,"RT @wearitlikeadiva: Hey Oz, buh bye! #MehmetOz #Pennsylvania #FettermanWins #Fetterman https://t.co/vI2tziuhN0",2022-11-09T15:37:39.000Z
0,"@DrOz Öz'ünü satarak Türk Vatandaşlığından çıkarım diyen sözüm ona sahte Öz'e ayıp olmasın diye.. Devletimiz vatand… https://t.co/rn9PIWWY8K",2022-11-09T15:28:30.000Z
0.0258,"#Election2022 

Well, #Trump certainly has the makings for a new reality series, #Losers...

Loser - #LaurenBoebert… https://t.co/9S7sdNna3R",2022-11-09T15:23:53.000Z
0,Most #Muslims in America are saying ‘Alhamdulillah’ this morning that the nominally ‘Muslim’ #Trumper  #MehmetOz is… https://t.co/9D5kPPCFHx,2022-11-09T15:09:29.000Z
0,"Bu şahsı Türkiye Cumhuriyeti vatandaşlığından çıkarmayacak mıyız???
@TC_icisleri
@suleymansoylu
#MehmetOz
@DrOz https://t.co/9exUb6P3uk",2022-11-09T14:53:53.000Z
-0.1027,"I guess #MehmetOz will have to stop pretending he lives in Pennsylvania and go back to New Jersey....

But I doubt… https://t.co/dK3xJtZ3Rk",2022-11-09T14:37:37.000Z
0.0258,"RT @artasovor_: genocide denier and Erdogan’s puppy #MehmetOz has lost #Pennsylvania’s tight #senate race 

God bless the Armenian people w…",2022-11-09T14:28:39.000Z
-0.6124,Just curious how many of those bus loads of illegal migrants dumped by our US border were able to cast a ballot in… https://t.co/JRnPvDGi4N,2022-11-09T14:27:53.000Z
0,"RT @ChrisBohjalian: Since 2017, when I lecture in synagogues and Armenian churches about the links between the #ArmenianGenocide and the #H…",2022-11-09T14:18:26.000Z
0.5719,"Islamophobia apparently has won once again this election cycle in the US.
It's a sign of the times that our leading… https://t.co/szhqr0v4wv",2022-11-09T14:06:38.000Z
0,"😱  🤣🤣🤣

Even out here in Idaho we know #MehmetOz is from NJ, but was looking for work in PA. Didn't get 'the job' t… https://t.co/eBs0VwzEoU",2022-11-09T14:00:25.000Z
0,"#OZ Ozurdu 💨
Hemde zart diye!!
#mehmetOZ",2022-11-09T13:43:49.000Z
0,"RT @Turksam: 🇺🇸 ⚡️ ABD'de yapılan Kongre ara seçimlerinde Cumhuriyetçi Parti'den senatör adayı olan ve eski başkan Donald Trump tarafından…",2022-11-09T13:27:39.000Z
0,@DrOz Time to go golf…because “that’s what doctors do”! #droz #loser #Fetterman #SenatorFetterman #oz #mehmetoz #Midterms2022,2022-11-09T13:16:53.000Z
0.0258,"RT @artasovor_: genocide denier and Erdogan’s puppy #MehmetOz has lost #Pennsylvania’s tight #senate race 

God bless the Armenian people w…",2022-11-09T13:11:45.000Z
0,🤣🤣 #MehmetOz https://t.co/z9r7gSbGxk,2022-11-09T12:58:51.000Z
-0.7184,"‘Leadership’ based in lies, meanness, and fear — A midterm election laid out on a silver platter that only you coul… https://t.co/N2yBZJReGT",2022-11-09T12:29:49.000Z
-0.4588,"So Pennsylvania elected a literal vegetable to the Senate. 

Is it obvious now that Trump backed the wrong challeng… https://t.co/AIzTxkEpaZ",2022-11-09T12:28:24.000Z
0,"İçişleri Bakanımız Sn.@suleymansoylu ,

🤚 ""Senatör olursam Türk vatandaşlığından çıkacağım"" diyen #MehmetOz senatör… https://t.co/Vh5GGJiEyD",2022-11-09T12:08:54.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:08:03.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:06:27.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:06:27.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:06:23.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:06:23.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:06:23.000Z
0,"RT @Yldrmk81: #ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokratlar tara…",2022-11-09T12:06:23.000Z
0,"#ABD'nin büyük bir bölümünde sandıklar kapanınca, Cumhuriyetçilerin kaçırmayı umduğu bazı çan sesi yarışları Demokr… https://t.co/J5M30t6E6N",2022-11-09T12:06:00.000Z
0.1779,"RT @Return2Sanity2: @DrOz Mehmet, you are a quack. You would have been better off hiding behind your show. Your exposure in the media and l…",2022-11-09T12:01:06.000Z
0,RT @sma_azra: #Ordu #mesleknoebetindeyiz #carsamba #earthquake #HaddiniBilCihanKolivar #Napoli #blindgetrouwd #GSvOF #RocaAFazenda #ALTIN #…,2022-11-09T11:54:20.000Z
0,"When you wake up and see #LaurenBoebert, #HerschelWalker and #MehmetOz loosing and Republicans going ballistic… https://t.co/BhAZ1IP7mA",2022-11-09T11:53:13.000Z
