Score,Text,Time
-0.5014,A Pastor #RaphaelWarnock  A  Former Astronaut #MarkKelly  A  A Kicker Not A KISSER #TimRyan  A Fighter Survivor… https://t.co/xQAKWlbYUK,2022-11-08T20:34:47.000Z
-0.2263,"@jonkarl Looking at you #JohnFetterman with your 11th hour lawsuit to overturn state law, amirite",2022-11-08T20:33:55.000Z
0,"@DrOz #dumpoz. VOTE BLUE
#JohnFetterman is our guy💪 https://t.co/6anOi04e1o",2022-11-08T20:28:43.000Z
0,"@RpsAgainstTrump 🇺🇸
#JohnFetterman 
#JoshShapiroPa
#VoteBlueToSaveAmerica",2022-11-08T20:28:40.000Z
0,RT @PhillyComptonMW: @CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11 @criteria681 @…,2022-11-08T20:23:50.000Z
0,RT @PhillyComptonMW: @CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11 @criteria681 @…,2022-11-08T20:21:01.000Z
0,"Una d las contiendas q seguimos con mayor atención en estas elecciones d 1/2 d mandato, es en Pennsylvania donde el… https://t.co/WgKdLlEEey",2022-11-08T20:18:58.000Z
0,RT @PhillyComptonMW: @CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11 @criteria681 @…,2022-11-08T20:12:57.000Z
0,"@JohnFetterman @giselefetterman 🙏🙏🙏🙏
I don't live there...But..prayers for you!!
#JohnFetterman",2022-11-08T20:12:31.000Z
0,RT @PhillyComptonMW: @CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11 @criteria681 @…,2022-11-08T20:09:29.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T20:08:13.000Z
0,RT @PhillyComptonMW: @CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11 @criteria681 @…,2022-11-08T20:07:56.000Z
0,I voted                      #johnfetterman #oakmontbakery https://t.co/OrbuBb8cq7,2022-11-08T20:04:46.000Z
0,#IVotedBlueToday #IVoted #JoshShapiro #JohnFetterman,2022-11-08T20:01:52.000Z
0,@JohnFetterman @giselefetterman Bring it home #JohnFetterman  ✅,2022-11-08T20:01:30.000Z
-0.4767,"#Democrats will cry tonight when #JohnFetterman, #RaphaelWarnock, #KathyHochul, #ValDemings, #CharlieCrist,… https://t.co/ZavhrJsp27",2022-11-08T20:01:25.000Z
0,RT @Robertdoc1984: @kumailn @JoeyMagidson #IVoted #IVotedBlue #JohnFetterman #JoshShapiro #VotePA https://t.co/NCHpgt6oMa,2022-11-08T19:56:45.000Z
0,"RT @Nick_Clamorgan: #JohnFetterman explains a left core concept:

(In short) ""to us, a LIFE is a financial unit and we don't attribute that…",2022-11-08T19:56:05.000Z
0,@kumailn @JoeyMagidson #IVoted #IVotedBlue #JohnFetterman #JoshShapiro #VotePA https://t.co/NCHpgt6oMa,2022-11-08T19:56:01.000Z
0,"RT @Nick_Clamorgan: #JohnFetterman explains a left core concept:

(In short) ""to us, a LIFE is a financial unit and we don't attribute that…",2022-11-08T19:52:50.000Z
0,"RT @Nick_Clamorgan: #JohnFetterman explains a left core concept:

(In short) ""to us, a LIFE is a financial unit and we don't attribute that…",2022-11-08T19:50:24.000Z
0,#IVoted #IVotedBlue #JohnFetterman #JoshShapiro #VotePA https://t.co/S1Jsoryezx,2022-11-08T19:49:43.000Z
0,"RT @Nick_Clamorgan: #JohnFetterman explains a left core concept:

(In short) ""to us, a LIFE is a financial unit and we don't attribute that…",2022-11-08T19:49:17.000Z
-0.5574,"RT @hotsaucedrinker: Just cast 1,000 illegal ballots for #JohnFetterman, heading to #Ohio now. #ElectionDay",2022-11-08T19:44:46.000Z
0,"Off The Press | Today's News Minute November 8, 2022
https://t.co/ykdDRxbpYq

#news #breakingnews #PASen… https://t.co/th93DK3oMY",2022-11-08T19:27:07.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T19:17:19.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T19:13:25.000Z
-0.6061,"WEAR IT👉 https://t.co/7nhkh3dGqM
FETTERMAN ON SHROOMS 5 T-SHIRT -
ON SALE FOR A VERY LIMITED TIME!
#fetterman… https://t.co/0t8MWdVqiO",2022-11-08T19:10:05.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T19:09:13.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T19:06:39.000Z
0.4215,"#Pennsylvania  show up for #JohnFetterman  today.  So he can keep making progress #ForThePeople 

#Vote #voteblue… https://t.co/uYjn0XSkkm",2022-11-08T19:06:26.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T19:05:48.000Z
0,#IVoted #JohnFetterman #JoshShapiro,2022-11-08T18:58:26.000Z
0,"@nyctaxicabtales
Chick From #Stroudsburg #Pennsylvania Said: She is #Republican For The 1st Time Voted #Democrat… https://t.co/N7YCTSs6SV",2022-11-08T18:57:10.000Z
0,RT @PhillyComptonMW: @laurasessions10 @SusanBordo @Sammysgranny @suewashko @bannerite @kjoerwin @SophieInCT @WPalmerCurl @messerjs @PuestoL…,2022-11-08T18:55:01.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T18:38:36.000Z
0,#JohnFetterman https://t.co/t4yIEi73uO,2022-11-08T18:38:29.000Z
-0.2732,"Fetterman Sues to Have Undated Absentee Ballots Counted
To read this politics article by Jazmine Loayza on… https://t.co/1mIv3GZfvJ",2022-11-08T18:36:47.000Z
0.3612,This criminal is running for office. Vote to ensure PA remains Gilead free. #VoteBlueToSaveDemocracy… https://t.co/29AeI16fkx,2022-11-08T18:36:40.000Z
0,#JohnFetterman is proof that the cult of Democrats will vote for anything sufficiently left enough.,2022-11-08T18:35:12.000Z
0,@CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11… https://t.co/SnCO1gRUEP,2022-11-08T18:34:13.000Z
0.765,"@TSSinPDX @ReverendWarnock I agree, Biden and #JohnFetterman  are great examples for testing",2022-11-08T18:33:53.000Z
0,@laurasessions10 @SusanBordo @Sammysgranny @suewashko @bannerite @kjoerwin @SophieInCT @WPalmerCurl @messerjs… https://t.co/jd4VASAAsb,2022-11-08T18:33:42.000Z
0,@CynthiaCoy8 @ph00ligan @MMMPeg59 @MizQue @avg8 @HewittNewton @TeeterA5 @pinewoodsdojo @VeronicaFrase11… https://t.co/F5AzQm7WBJ,2022-11-08T18:27:14.000Z
0,@laurasessions10 @SusanBordo @Sammysgranny @suewashko @bannerite @kjoerwin @SophieInCT @WPalmerCurl @messerjs… https://t.co/3eikC934f1,2022-11-08T18:26:48.000Z
-0.4019,"RT @Robbiezombie: ""Mehmet Oz"" - Stubborn little dog-killer, #MehmetOz doesn't realize he has spent over $15 Million of his own dollars just…",2022-11-08T18:22:10.000Z
0,#JohnFetterman https://t.co/o1IOeXuKXJ,2022-11-08T18:17:51.000Z
0.3699,"RT @CSojourner: #JohnFetterman #TimRyan #ValDemings and don't forget #BrianBengs!  #MakeTheSenteTrueBlue! #VoteBlueToSaveAmerica! https://t…",2022-11-08T18:15:08.000Z
0.7284,@tify330 I am so hopeful! We voted blue this morning!! #JohnFetterman #JoshShapiro,2022-11-08T18:12:10.000Z
0,"#Vote for #ValDemings #ValDemings4Senate #TheView #Florida #FloridaElection #MAGA #MAGARepublicans 

#VoteBlue for… https://t.co/Ox92IkbFWP",2022-11-08T18:09:58.000Z
0,#JohnFetterman https://t.co/6Gp9nwZmjq,2022-11-08T18:09:30.000Z
0.508,RT @LoriPalmus: @american2084 @CassidyRae1414 Yes. Absolutely! VOTE JOHNFETTERMAN! #JohnFetterman @JohnFetterman #VoteBlueToSaveDemocracy #…,2022-11-08T18:09:07.000Z
0.508,@american2084 @CassidyRae1414 Yes. Absolutely! VOTE JOHNFETTERMAN! #JohnFetterman @JohnFetterman… https://t.co/QDL6sMrMGv,2022-11-08T18:07:44.000Z
0.3612,john fetterman reminds me of uncle fester from the addams family (retweet if you agree with me) #Fetterman… https://t.co/r4obWUbYhd,2022-11-08T18:07:14.000Z
0.1739,Today is the day GET OUT AND VOTE! Your voice matters! #ElectionDay #2022Elections #JoshShapiro #DougMastriano #MehmetOz #JohnFetterman,2022-11-08T18:03:48.000Z
0,"I voted, but did you?! 🏳️‍🌈🙂

#JohnFetterman
#JoshShapiro https://t.co/QpTZujimpC",2022-11-08T18:01:02.000Z
0,RT @GettyImagesNews: Republican #Senate candidate in Pennsylvania #DrOz arrives to vote outside Philadelphia while across the state Democra…,2022-11-08T17:58:02.000Z
0.5719,"I see #JohnFetterman is once again dressed for success
The least you could have done is buy your preferred candidat… https://t.co/RbQD8veqra",2022-11-08T17:56:08.000Z
0.2263,@joncoopertweets #JoshShapiro #JohnFetterman  straight Dem all the rest,2022-11-08T17:51:34.000Z
0,"#Pennsylvania Voters

#JohnFetterman💙💙💙 https://t.co/JgmywYIxPQ",2022-11-08T17:50:37.000Z
0.2714,"#ElectionDay in the USA! W're breaking down our top 3 notable campaigns. #KeriLake #JohnFetterman #KatiePorter w/… https://t.co/Btvd88DEV3",2022-11-08T17:40:26.000Z
0,@JohnFetterman #JohnFetterman #Phillies #Eagles #Philadelphia BIRDS🦅🦅 and Phillies ❤️ could have helped #Fetterman… https://t.co/XBkH8OipJG,2022-11-08T17:39:07.000Z
-0.6486,"@Travrs17Stoudt Traitor Doug and🐶Puppy killer Oz are creeps. 

Vote #JoshShapiro #JohnFetterman 
💙💙💙 https://t.co/bPnViSSrf4",2022-11-08T17:38:38.000Z
0,Vote for #JohnFetterman #Senate #PASen #Pennsylvania #VoteBlueToSaveDemocracy #VoteBlueIn2022 #VoteBlueForDemocracy… https://t.co/7XtYYExiIB,2022-11-08T17:26:50.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T17:23:01.000Z
0,#StaceyAbrams #JohnFetterman https://t.co/BcXjZ9j3WB,2022-11-08T17:17:08.000Z
0,"RT @AndThatAndThis: Neither a snake or a snake oil salesman belong in the US Senate.

#JohnFetterman for #Pennsylvania  https://t.co/SknnAF…",2022-11-08T17:11:42.000Z
0,RT @GettyImagesNews: Republican #Senate candidate in Pennsylvania #DrOz arrives to vote outside Philadelphia while across the state Democra…,2022-11-08T17:10:53.000Z
-0.9341,"RT @Roadmaster1253: VOTE NO ON #Republicans 
VOTE NO ON #MAGA &amp;
VOTE HELL NO ON SNAKE OIL
SALESMAN #MehmetOz ..
#DrOz @DrOz #Pensyvannia 
#…",2022-11-08T17:10:22.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T17:10:17.000Z
0,"RT @togetherweelect: POV: You’re a @togetherweelect volunteer on the predictive dialer, making calls for @emiliasykes, @johnfetterman + oth…",2022-11-08T17:05:07.000Z
0,"@joncoopertweets #JoshShapiro and #JohnFetterman 
Send Mehmet back to Oz. MastriaNO.",2022-11-08T17:04:52.000Z
0.4939,"@JohnFetterman #JohnFetterman #JoshShapiro Blue all the way, to save Democracy.",2022-11-08T17:02:45.000Z
0,"Neither a snake or a snake oil salesman belong in the US Senate.

#JohnFetterman for #Pennsylvania  https://t.co/SknnAFPECm",2022-11-08T17:02:05.000Z
0,@joncoopertweets #JohnFetterman Blue All The Way!,2022-11-08T17:01:08.000Z
0,A #BeautifulDayintheNeighborhood as #yinzers vote for #JoshShapiro and #JohnFetterman to #ProtectPAfromExtremism.… https://t.co/AEH16WyJSJ,2022-11-08T16:56:51.000Z
0,RT @WarrenCarrigan: I’m not saying vote for #DrOz because there are others on the ballot to choose from but I am saying do not vote for #Jo…,2022-11-08T16:49:02.000Z
-0.4199,"GO VOTE! Or don't,  which is also your right  (but your right to then complain should be revoked). 🗳🤷🏻‍♀️🌊💙 #vote… https://t.co/ltnE5Wrn22",2022-11-08T16:47:32.000Z
0,Vote 🗳 #JohnFetterman ‼️,2022-11-08T16:45:19.000Z
0.6588,"@BeschlossDC Voted #Blue by mail in the great state of Pennsylvania!
#JoshShapiro
#JohnFetterman",2022-11-08T16:45:13.000Z
-0.4404,@TuckerCarlson Your attacks on @JohnFetterman are rehensable. Tahnk you @tyt @TheDamageReport @johniadarola I just… https://t.co/0rc5h1CAL3,2022-11-08T16:44:18.000Z
0,"@JohnFetterman Someone remind Dr. Oz to take his ID with him, seeing as it’s his first time voting in PA.… https://t.co/U696GHfS81",2022-11-08T16:43:08.000Z
0.7506,hopefully @JohnFetterman wins #ElectionDay #Election2022 #ElectionDay2022 #JohnFetterman,2022-11-08T16:40:06.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T16:39:50.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T16:38:58.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T16:38:14.000Z
0,"RT @dreamfall71: Bots are out hard-core today but guess what..paid bots don't vote, we do. Get out there and get it done people. #VoteBlueT…",2022-11-08T16:37:17.000Z
0,"Bots are out hard-core today but guess what..paid bots don't vote, we do. Get out there and get it done people.… https://t.co/GdEg3eQ4ZQ",2022-11-08T16:33:36.000Z
0,#AMERICA #VOTEBLUE! #VOTE #DemocracyIsOnTheBallot #VoteForDemocracy #TheAmericanWay #VoteBlueToSaveDemocracy… https://t.co/A9qeqoACtC,2022-11-08T16:32:44.000Z
0,@joncoopertweets #JohnFetterman and @JoshShapiroPA,2022-11-08T16:32:21.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T16:32:08.000Z
-0.8429,IF YOU VOTE FOR #JOHNFETTERMAN YOU ARE VOTING FOR MURDERERS TO BE LET LOOSE ON THE STREETS IN #Pennsylvania .  YOU… https://t.co/YAGqYltR7w,2022-11-08T16:31:02.000Z
-0.871,@POTUS44 IS A SCAM ARTIST.  DO NOT LISTEN TO HIM.  HE WANTS #JOHNFETTERMAN BECAUSE JOHN WILL SCAM #PENNSYLVANIA AND… https://t.co/voSKMTLCgJ,2022-11-08T16:30:10.000Z
0.6808,"RT @RealMonkeyCat: @KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; represent Y…",2022-11-08T16:28:52.000Z
0.6808,"@KylaInTheBurgh When knocked down, I admire people like #JohnFetterman who get back up. He will stand tall &amp; repres… https://t.co/rxYaymjykU",2022-11-08T16:25:36.000Z
-0.5719,Pennsylvania voters dash to cast new ballots after GOP lawsuit disqualified thousands of votes #envelopes… https://t.co/HRKWhnfOUF,2022-11-08T16:19:05.000Z
0,RT @LowQ: Opra endoso e insto a votar por #johnfetterman al senado por Pensilvania 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ un candidato incapaz... un hombre que la…,2022-11-08T16:18:16.000Z
-0.0772,#DrOz had serious issues of ethics on his medical career and on his zTV show where he made millions selling quack c… https://t.co/BvOiNCyowH,2022-11-08T16:18:02.000Z
0.6597,"As the daughter of a stroke survivor who had aphasia, I know that the condition can and does improve. 
Courageous… https://t.co/8T6UA4iaHO",2022-11-08T16:17:40.000Z
0,#JohnFetterman for #Pennsylvania https://t.co/MyfRd1aNqX,2022-11-08T16:15:43.000Z
0,#JohnFetterman for #Pennsylvania Senate https://t.co/GUJzix2IIS,2022-11-08T16:14:55.000Z
0,#JohnFetterman for #Pennsylvania Senate https://t.co/LzcDu1AaIo,2022-11-08T16:13:41.000Z
0,"#Pennsylvania #JoeBiden said this weekend that he will end #FossilFuels 
#JohnFetterman
#gasprices 
#inflation… https://t.co/KM5NdMDc0J",2022-11-08T16:11:05.000Z
0.2924,"This is not one persons fight, we all must move with another to make change.  #vote #Midterms2022 #JoshShapiro… https://t.co/9GsDM0HBc7",2022-11-08T16:09:39.000Z
-0.9341,"RT @Roadmaster1253: VOTE NO ON #Republicans 
VOTE NO ON #MAGA &amp;
VOTE HELL NO ON SNAKE OIL
SALESMAN #MehmetOz ..
#DrOz @DrOz #Pensyvannia 
#…",2022-11-08T15:57:06.000Z
0.4738,"#PAvotersDecide #JohnFetterman wants to free convicted criminals. Pennsylvania can do better! Vote @DrOz !

Fetterm… https://t.co/5YQcAvAW62",2022-11-08T15:56:42.000Z
-0.8159,"RT @Roadmaster1253: #MehmetOz #DrOz IS A SNAKE OIL SALESMAN FROM NEW JERSEY 
A FRAUD A FAKE..#VoteFetterman
NO ON OZ ...vote #JohnFetterman…",2022-11-08T15:56:13.000Z
0.658,RT @IAmSophiaNelson: Shapiro is going to win big! He will pull #JohnFetterman across. PA is going blue!,2022-11-08T15:54:55.000Z
0,"Rolled outta bed, didn't even brush my hair. Quickly got dressed and voted! #Vote2022 #PAElection #JohnFetterman… https://t.co/h4a7T64ZmP",2022-11-08T15:54:50.000Z
0.3786,"#PAvotersDecide Forget the stroke! You can do better than #JohnFetterman Pennsylvania! Even Oprah didn't give him a… https://t.co/kTF3b9qCPE",2022-11-08T15:54:37.000Z
0,RT @Gr82BUs: Just Voted!!!  #JoshShapiro #JohnFetterman #ChrissyHoulahan #KatieMuth #DanielleFrielOtten https://t.co/LI2ujRG9RH,2022-11-08T15:52:51.000Z
0,Just Voted!!!  #JoshShapiro #JohnFetterman #ChrissyHoulahan #KatieMuth #DanielleFrielOtten https://t.co/LI2ujRG9RH,2022-11-08T15:52:20.000Z
0,I’m not saying vote for #DrOz because there are others on the ballot to choose from but I am saying do not vote for… https://t.co/JaB1OteW7R,2022-11-08T15:50:56.000Z
0.658,RT @IAmSophiaNelson: Shapiro is going to win big! He will pull #JohnFetterman across. PA is going blue!,2022-11-08T15:50:18.000Z
0.658,Shapiro is going to win big! He will pull #JohnFetterman across. PA is going blue! https://t.co/kzwWxXlSHK,2022-11-08T15:48:37.000Z
0,RT @GettyImagesNews: Republican #Senate candidate in Pennsylvania #DrOz arrives to vote outside Philadelphia while across the state Democra…,2022-11-08T15:45:27.000Z
-0.8066,"A Doctor, or a very sick patient… Don’t be stupid Pennsylvania! @DrOz @JohnFetterman #VoteRed #DrOz #JohnFetterman #Pennsylvania",2022-11-08T15:44:45.000Z
0,Republican #Senate candidate in Pennsylvania #DrOz arrives to vote outside Philadelphia while across the state Demo… https://t.co/1VLrBUl5qj,2022-11-08T15:42:58.000Z
0.5399,"RT @okShellz: My usual wait of five minutes was 35.   Good sign!  Blue down the ballot!
#JoshShapiro 
#JohnFetterman https://t.co/8eYwyKObdn",2022-11-08T15:36:51.000Z
0,"RT @LouWho30439128: #flippablefive

#TimRyan 
#TheOtherMandela 
#CheriBeasleyNC 
#valdemings 
#JohnFetterman 

#VoteBlueToSaveDemocracy",2022-11-08T15:35:47.000Z
0,"RT @LouWho30439128: #flippablefive

#TimRyan 
#TheOtherMandela 
#CheriBeasleyNC 
#valdemings 
#JohnFetterman 

#VoteBlueToSaveDemocracy",2022-11-08T15:34:10.000Z
0,#JohnFetterman https://t.co/6OtmscHCSJ,2022-11-08T15:29:38.000Z
0.0772,"RT @AximNYC: @aheffne @jfancher1985 @DavidJollyFL @BigEers If you want to compare @JohnFetterman vs #DrOoze #MehmetGenghisOz @DrOz....

One…",2022-11-08T15:29:10.000Z
0.7345,Good luck! #JohnFetterman https://t.co/ikXVtqMY7V,2022-11-08T15:26:51.000Z
0,RT @shelli_resists: John is 💯 UNION 💪 @JohnFetterman #TeamFetterman 🩳🖤💛#FettermanForSenate #FettermanForSenate #PASen #Fetterman2022 #JohnF…,2022-11-08T15:26:15.000Z
0,Masie and I will be voting for #JohnFetterman today. Go blue!,2022-11-08T15:25:39.000Z
0,Got my @JohnFetterman look going on at the polls today!  #VoteBlueToSaveDemocracy #JohnFetterman https://t.co/xDnsw0yfxX,2022-11-08T15:24:23.000Z
0.25,"@JohnFetterman @giselefetterman Fetterman gets this. Oz doesn't. That's why Oprah endorsed #JohnFetterman… https://t.co/SBjzwkUB8P",2022-11-08T15:12:42.000Z
0.34,"RT @HillarySi2016: TODAY: #OprahWinfrey Endorses John Fetterman, Opponent of Dr. Oz in Pennsylvania Senate Race.

#JohnFetterman
#Pennsylva…",2022-11-08T15:11:41.000Z
0,"You mean ""fit"" to serve? #JohnFetterman. Frankenstein genius. https://t.co/oikPmT1BV2",2022-11-08T15:05:35.000Z
0,You vote for #JohnFetterman and #JoshShapiro?  🦃 https://t.co/2OB1c8se9d,2022-11-08T15:01:05.000Z
0,"@nyctaxicabtales
Retired Couple From #Altoona #Pennsylvania Said: They Are #Republicans Live On #SocialSecurity And… https://t.co/8zN4aib0h4",2022-11-08T14:57:29.000Z
-0.5574,"Just cast 1,000 illegal ballots for #JohnFetterman, heading to #Ohio now. #ElectionDay",2022-11-08T14:56:45.000Z
0.4449,"When #TuckerCarlson can call
#JohnFetterman a “mental defective” on #FoxNews and not be instantly fired or censured… https://t.co/We0DpXhLgd",2022-11-08T14:55:42.000Z
0,"RT @LouWho30439128: @SenWarren #flippablefive

#TimRyan 
#TheOtherMandela 
#CheriBeasleyNC 
#valdemings 
#JohnFetterman 

#VoteBlueToSaveDe…",2022-11-08T14:52:01.000Z
0,"@SenWarren #flippablefive

#TimRyan 
#TheOtherMandela 
#CheriBeasleyNC 
#valdemings 
#JohnFetterman 

#VoteBlueToSaveDemocracy",2022-11-08T14:50:07.000Z
0,@ReallyAmerican1 More reasons not to vote for Oz #Pennsylvania You deserve an experienced #PublicServant like… https://t.co/PndQRawUVz,2022-11-08T14:48:45.000Z
0,"#flippablefive

#TimRyan 
#TheOtherMandela 
#CheriBeasleyNC 
#valdemings 
#JohnFetterman 

#VoteBlueToSaveDemocracy https://t.co/F2VMvWWPr2",2022-11-08T14:46:48.000Z
0,#wevoted #IVoted #VoteBlueToSaveDemocracy #Democrats #JohnFetterman https://t.co/Tm3vI1xlUj,2022-11-08T14:46:32.000Z
0,#liar #reading #badly #unconvincingly #he039s #told #read #johnfetterman #joebiden #do.No #police #officers #killed… https://t.co/p2MqsHDifM,2022-11-08T14:44:12.000Z
0,@DrOz #FettermanForSenate #FettermanIsTheBetterman #JohnFetterman,2022-11-08T14:41:50.000Z
0,@DrOz #Pennsylvanians for #JohnFetterman.,2022-11-08T14:37:52.000Z
0,#VoteBlueToSaveDemocracy #VoteBlueIn2022 #JohnFetterman https://t.co/YiFBNjwJDI,2022-11-08T14:36:30.000Z
0.4404,RT @FrankieDelMarco: Go be a good citizen today. #FettermanForSenate #JohnFetterman https://t.co/rGoBWOeIV2,2022-11-08T14:25:02.000Z
0.6249,"If you want to protect your rights and freedoms and those of other Americans, vote for Democrats.
If you don't give… https://t.co/bjsrBhBsH5",2022-11-08T14:21:57.000Z
0.4389,"It is Election Day! Vote Democrat down the entire ballot to protect women’s rights, LGBTQ rights, Social Security,… https://t.co/mNlAQa1Pcv",2022-11-08T14:17:49.000Z
-0.5826,@DrOz That’s right!  We are tired of rubber stamp republicans!  That’s why #JohnFetterman  will be our next senator!,2022-11-08T14:13:08.000Z
0,"Breaking Election News:

#JohnFetterman will cast his vote after breast feeding today

#PASen",2022-11-08T14:10:38.000Z
0.4451,"@GOP Already did.....by mail!

STRAIGHT BLUE....💙💙💙💙💙

#JoshShapiro  #JohnFetterman https://t.co/VjATTFDXMU",2022-11-08T14:07:42.000Z
0.4404,RT @FrankieDelMarco: Go be a good citizen today. #FettermanForSenate #JohnFetterman https://t.co/rGoBWOeIV2,2022-11-08T14:00:20.000Z
0,#VoteJohnFetterman #JohnFetterman https://t.co/L0HvPPfibQ,2022-11-08T13:59:07.000Z
-0.9341,"RT @Roadmaster1253: VOTE NO ON #Republicans 
VOTE NO ON #MAGA &amp;
VOTE HELL NO ON SNAKE OIL
SALESMAN #MehmetOz ..
#DrOz @DrOz #Pensyvannia 
#…",2022-11-08T13:57:33.000Z
0,Voted! #JohnFetterman #JoshShapiro #VoteBlueToProtectWomen #VoteBlueToEndTheInsanity,2022-11-08T13:56:50.000Z
0,RT @estate_nova: Vote for #JohnFetterman,2022-11-08T13:56:17.000Z
0.2732,"RT @North2North: We talked yesterday about possible issues with early voting and I took heat saying it causes to many issues .Well , #johnf…",2022-11-08T13:52:21.000Z
0.4515,"Before I vote...will somebody clear something up for me?
#JohnFetterman ...is he FOR fracking or AGAINST fracking?",2022-11-08T13:49:12.000Z
-0.4404,#JohnFetterman looks like he was a low level boss for a prison gang,2022-11-08T13:47:30.000Z
0,"@SeaBee17593660 #flippablefive

#TimRyan 
#TheOtherMandela 
#CheriBeasleyNC 
#valdemings 
#JohnFetterman 

#VoteBlueToSaveDemocracy",2022-11-08T13:46:36.000Z
0,"@SeaBee17593660 @TimRyan @TheOtherMandela @CheriBeasleyNC @valdemings @JohnFetterman #flippablefive

#TimRyan… https://t.co/WBQemKRPb9",2022-11-08T13:46:19.000Z
0,"@DrOz You're not that leader #JohnFetterman Go back to New Jersey.",2022-11-08T13:44:29.000Z
0.2732,"RT @North2North: We talked yesterday about possible issues with early voting and I took heat saying it causes to many issues .Well , #johnf…",2022-11-08T13:42:27.000Z
-0.7783,"It's Over, #Fetterman.

Not even #Oprah can save your ass from defeat. Before this day ends, your punk ass is going… https://t.co/dmL9oJCo7F",2022-11-08T13:41:19.000Z
0.4421,RT @Empoweredlatin1: @LovelessTrump @SueSu76199208 @DrOz #Pennsylvanians  so no to #DrOz but yes to #JohnFetterman ! We don’t need #politic…,2022-11-08T13:33:37.000Z
0.4404,RT @FrankieDelMarco: Go be a good citizen today. #FettermanForSenate #JohnFetterman https://t.co/rGoBWOeIV2,2022-11-08T13:32:49.000Z
0,"#Legal #fight #explodes in #Pennsylvania over mail-in ballots 

#Democrats, including #JohnFetterman's campaign, de… https://t.co/5vdkFusac3",2022-11-08T13:32:02.000Z
0.5622,"FETTERMAN IS
THE BETTER MAN.

#JohnFetterman  
#MAGAcult https://t.co/2336AYHk1D",2022-11-08T13:29:55.000Z
0.4404,RT @FrankieDelMarco: Go be a good citizen today. #FettermanForSenate #JohnFetterman https://t.co/rGoBWOeIV2,2022-11-08T13:27:37.000Z
0.4404,RT @FrankieDelMarco: Go be a good citizen today. #FettermanForSenate #JohnFetterman https://t.co/rGoBWOeIV2,2022-11-08T13:24:17.000Z
0,"Just watch #JohnFetterman walk onto the stage and then listen to him, he has NOT recovered from his stroke. It's ob… https://t.co/590JF5PLTL",2022-11-08T13:22:13.000Z
